title,author,summary,published
"Are LLMs Better than Reported? Detecting Label Errors and Mitigating
  Their Effect on Model Performance","Omer Nahum, Nitay Calderon, Orgad Keller, Idan Szpektor, Roi Reichart","  NLP benchmarks rely on standardized datasets for training and evaluating
models and are crucial for advancing the field. Traditionally, expert
annotations ensure high-quality labels; however, the cost of expert annotation
does not scale well with the growing demand for larger datasets required by
modern models. While crowd-sourcing provides a more scalable solution, it often
comes at the expense of annotation precision and consistency. Recent
advancements in large language models (LLMs) offer new opportunities to enhance
the annotation process, particularly for detecting label errors in existing
datasets. In this work, we consider the recent approach of LLM-as-a-judge,
leveraging an ensemble of LLMs to flag potentially mislabeled examples. Through
a case study of four datasets from the TRUE benchmark, covering different tasks
and domains, we empirically analyze the labeling quality of existing datasets,
and compare expert, crowd-sourced, and our LLM-based annotations in terms of
agreement, label quality, and efficiency, demonstrating the strengths and
limitations of each annotation method. Our findings reveal a substantial number
of label errors, which, when corrected, induce a significant upward shift in
reported model performance. This suggests that many of the LLMs so-called
mistakes are due to label errors rather than genuine model failures.
Additionally, we discuss the implications of mislabeled data and propose
methods to mitigate them in training to improve model performance.
",2024-10-24T16:27:03Z
"Existence of solutions to port-Hamiltonian systems: initial value
  problems and optimal control","Willem Esterhuizen, Bernhard Maschke, Till Preuster, Manuel Schaller, Karl Worthmann","  We investigate the existence of solutions of reversible and irreversible
port-Hamiltonian systems. To this end, we utilize the associated exergy, a
function that is composed of the system's Hamiltonian and entropy, to prove
global existence in time for bounded control functions. The results are then
leveraged to prove existence of solutions of energy- and entropy-optimal
control problems. Last, we explore model predictive control tailored to
irreversible port-Hamiltonian systems by means of a numerical case study with a
heat exchanger network.
",2024-10-24T16:25:58Z
"Connectivity Labeling Schemes for Edge and Vertex Faults via Expander
  Hierarchies","Yaowei Long, Seth Pettie, Thatchaphol Saranurak","  We consider the problem of assigning short labels to the vertices and edges
of a graph $G$ so that given any query $\langle s,t,F\rangle$ with $|F|\leq f$,
we can determine whether $s$ and $t$ are still connected in $G-F$, given only
the labels of $F\cup\{s,t\}$. This problem has been considered when $F\subset
E$ (edge faults), where correctness is guaranteed with high probability
(w.h.p.) or deterministically, and when $F\subset V$ (vertex faults), both
w.h.p.~and deterministically. Our main results are as follows.
  [Deterministic Edge Faults.] We give a new deterministic labeling scheme for
edge faults that uses $\tilde{O}(\sqrt{f})$-bit labels, which can be
constructed in polynomial time. This improves on Dory and Parter's [PODC 2021]
existential bound of $O(f\log n)$ (requiring exponential time to compute) and
the efficient $\tilde{O}(f^2)$-bit scheme of Izumi, Emek, Wadayama, and
Masuzawa [PODC 2023]. Our construction uses an improved edge-expander hierarchy
and a distributed coding technique based on Reed-Solomon codes.
  [Deterministic Vertex Faults.] We improve Parter, Petruschka, and Pettie's
[STOC 2024] deterministic $O(f^7\log^{13} n)$-bit labeling scheme for vertex
faults to $O(f^4\log^{7.5} n)$ bits, using an improved vertex-expander
hierarchy and better sparsification of shortcut graphs.
  [Randomized Edge/Verex Faults.] We improve the size of Dory and Parter's
[PODC 2021] randomized edge fault labeling scheme from $O(\min\{f+\log n,
\log^3 n\})$ bits to $O(\min\{f+\log n, \log^2 n\log f\})$ bits, shaving a
$\log n/\log f$ factor. We also improve the size of Parter, Petruschka, and
Pettie's [STOC 2024] randomized vertex fault labeling scheme from $O(f^3\log^5
n)$ bits to $O(f^2\log^6 n)$ bits, which comes closer to their $\Omega(f)$-bit
lower bound.
",2024-10-24T16:20:57Z
A Survey of Multimodal Sarcasm Detection,"Shafkat Farabi, Tharindu Ranasinghe, Diptesh Kanojia, Yu Kong, Marcos Zampieri","  Sarcasm is a rhetorical device that is used to convey the opposite of the
literal meaning of an utterance. Sarcasm is widely used on social media and
other forms of computer-mediated communication motivating the use of
computational models to identify it automatically. While the clear majority of
approaches to sarcasm detection have been carried out on text only, sarcasm
detection often requires additional information present in tonality, facial
expression, and contextual images. This has led to the introduction of
multimodal models, opening the possibility to detect sarcasm in multiple
modalities such as audio, images, text, and video. In this paper, we present
the first comprehensive survey on multimodal sarcasm detection - henceforth MSD
- to date. We survey papers published between 2018 and 2023 on the topic, and
discuss the models and datasets used for this task. We also present future
research directions in MSD.
",2024-10-24T16:17:47Z
"Diff-Instruct++: Training One-step Text-to-image Generator Model to
  Align with Human Preferences",Weijian Luo,"  One-step text-to-image generator models offer advantages such as swift
inference efficiency, flexible architectures, and state-of-the-art generation
performance. In this paper, we study the problem of aligning one-step generator
models with human preferences for the first time. Inspired by the success of
reinforcement learning using human feedback (RLHF), we formulate the alignment
problem as maximizing expected human reward functions while adding an Integral
Kullback-Leibler divergence term to prevent the generator from diverging. By
overcoming technical challenges, we introduce Diff-Instruct++ (DI++), the
first, fast-converging and image data-free human preference alignment method
for one-step text-to-image generators. We also introduce novel theoretical
insights, showing that using CFG for diffusion distillation is secretly doing
RLHF with DI++. Such an interesting finding brings understanding and potential
contributions to future research involving CFG. In the experiment sections, we
align both UNet-based and DiT-based one-step generators using DI++, which use
the Stable Diffusion 1.5 and the PixelArt-$\alpha$ as the reference diffusion
processes. The resulting DiT-based one-step text-to-image model achieves a
strong Aesthetic Score of 6.19 and an Image Reward of 1.24 on the COCO
validation prompt dataset. It also achieves a leading Human preference Score
(HPSv2.0) of 28.48, outperforming other open-sourced models such as Stable
Diffusion XL, DMD2, SD-Turbo, as well as PixelArt-$\alpha$. Both theoretical
contributions and empirical evidence indicate that DI++ is a strong
human-preference alignment approach for one-step text-to-image models.
",2024-10-24T16:17:18Z
"Multi-Class Abnormality Classification in Video Capsule Endoscopy Using
  Deep Learning","Arnav Samal,  Ranya","  This report outlines Team Seq2Cure's deep learning approach for the Capsule
Vision 2024 Challenge, leveraging an ensemble of convolutional neural networks
(CNNs) and transformer-based architectures for multi-class abnormality
classification in video capsule endoscopy frames. The dataset comprised over
50,000 frames from three public sources and one private dataset, labeled across
10 abnormality classes. To overcome the limitations of traditional CNNs in
capturing global context, we integrated CNN and transformer models within a
multi-model ensemble. Our approach achieved a balanced accuracy of 86.34
percent and a mean AUC-ROC score of 0.9908 on the validation set, with
significant improvements in classifying complex abnormalities. Code is
available at http://github.com/arnavs04/capsule-vision-2024 .
",2024-10-24T16:13:06Z
Packing Short Cycles,"Matthias Bentert, Fedor V. Fomin, Petr A. Golovach, Tuukka Korhonen, William Lochet, Fahad Panolan, M. S. Ramanujan, Saket Saurabh, Kirill Simonov","  Cycle packing is a fundamental problem in optimization, graph theory, and
algorithms. Motivated by recent advancements in finding vertex-disjoint paths
between a specified set of vertices that either minimize the total length of
the paths [Bj\""orklund, Husfeldt, ICALP 2014; Mari, Mukherjee, Pilipczuk, and
Sankowski, SODA 2024] or request the paths to be shortest [Lochet, SODA 2021],
we consider the following cycle packing problems: Min-Sum Cycle Packing and
Shortest Cycle Packing.
  In Min-Sum Cycle Packing, we try to find, in a weighted undirected graph, $k$
vertex-disjoint cycles of minimum total weight. Our first main result is an
algorithm that, for any fixed $k$, solves the problem in polynomial time. We
complement this result by establishing the W[1]-hardness of Min-Sum Cycle
Packing parameterized by $k$. The same results hold for the version of the
problem where the task is to find $k$ edge-disjoint cycles.
  Our second main result concerns Shortest Cycle Packing, which is a special
case of Min-Sum Cycle Packing that asks to find a packing of $k$ shortest
cycles in a graph. We prove this problem to be fixed-parameter tractable (FPT)
when parameterized by $k$ on weighted planar graphs. We also obtain a
polynomial kernel for the edge-disjoint variant of the problem on planar
graphs. Deciding whether Min-Sum Cycle Packing is FPT on planar graphs and
whether Shortest Cycle Packing is FPT on general graphs remain challenging open
questions.
",2024-10-24T16:08:41Z
"Guiding Empowerment Model: Liberating Neurodiversity in Online Higher
  Education","Hannah Beaux, Pegah Karimi, Otilia Pop, Rob Clark","  In this innovative practice full paper, we address the equity gap for
neurodivergent and situationally limited learners by identifying the spectrum
of dynamic factors that impact learning and function. Educators have shown a
growing interest in identifying learners' cognitive abilities and learning
preferences to measure their impact on academic achievement. Often institutions
employ one-size-fits-all approaches leaving the burden on disabled students to
self-advocate or tolerate inadequate support. Emerging frameworks guide
neurodivergent learners through instructional approaches, such as online
education. However, these frameworks fail to address holistic environmental
needs or recommend technology interventions, particularly for those with
undisclosed learning or developmental disabilities and situational limitations.
In this article, we integrate a neurodivergent perspective through secondary
research of around 100 articles to introduce a Guiding Empowerment Model
involving key cognitive and situational factors that contextualize day-to-day
experiences affecting learner ability. We synthesize three sample student
profiles that highlight user problems in functioning. We use this model to
evaluate sample learning platform features and other supportive technology
solutions. The proposed approach augments frameworks such as Universal Design
for Learning to consider factors including various sensory processing
differences, social connection challenges, and environmental limitations. We
suggest that by applying the mode through technology-enabled features such as
customizable task management, guided varied content access, and guided
multi-modal collaboration, major learning barriers of neurodivergent and
situationally limited learners will be removed to activate the successful
pursuit of their academic goals.
",2024-10-24T16:05:38Z
Exploring the Universe with SNAD: Anomaly Detection in Astronomy,"Alina A. Volnova, Patrick D. Aleo, Anastasia Lavrukhina, Etienne Russeil, Timofey Semenikhin, Emmanuel Gangler, Emille E. O. Ishida, Matwey V. Kornilov, Vladimir Korolev, Konstantin Malanchev, Maria V. Pruzhinskaya, Sreevarsha Sreejith","  SNAD is an international project with a primary focus on detecting
astronomical anomalies within large-scale surveys, using active learning and
other machine learning algorithms. The work carried out by SNAD not only
contributes to the discovery and classification of various astronomical
phenomena but also enhances our understanding and implementation of machine
learning techniques within the field of astrophysics. This paper provides a
review of the SNAD project and summarizes the advancements and achievements
made by the team over several years.
",2024-10-24T16:05:11Z
"Learning Collusion in Episodic, Inventory-Constrained Markets","Paul Friedrich, Barna Pásztor, Giorgia Ramponi","  Pricing algorithms have demonstrated the capability to learn tacit collusion
that is largely unaddressed by current regulations. Their increasing use in
markets, including oligopolistic industries with a history of collusion, calls
for closer examination by competition authorities. In this paper, we extend the
study of tacit collusion in learning algorithms from basic pricing games to
more complex markets characterized by perishable goods with fixed supply and
sell-by dates, such as airline tickets, perishables, and hotel rooms. We
formalize collusion within this framework and introduce a metric based on price
levels under both the competitive (Nash) equilibrium and collusive
(monopolistic) optimum. Since no analytical expressions for these price levels
exist, we propose an efficient computational approach to derive them. Through
experiments, we demonstrate that deep reinforcement learning agents can learn
to collude in this more complex domain. Additionally, we analyze the underlying
mechanisms and structures of the collusive strategies these agents adopt.
",2024-10-24T15:58:14Z
End-to-end Training for Recommendation with Language-based User Profiles,"Zhaolin Gao, Joyce Zhou, Yijia Dai, Thorsten Joachims","  Many online platforms maintain user profiles for personalization.
Unfortunately, these profiles are typically not interpretable or easily
modifiable by the user. To remedy this shortcoming, we explore natural
language-based user profiles, as they promise enhanced transparency and
scrutability of recommender systems. While existing work has shown that
language-based profiles from standard LLMs can be effective, such generalist
LLMs are unlikely to be optimal for this task. In this paper, we introduce
LangPTune, the first end-to-end learning method for training LLMs to produce
language-based user profiles that optimize recommendation effectiveness.
Through comprehensive evaluations of LangPTune across various training
configurations and benchmarks, we demonstrate that our approach significantly
outperforms existing profile-based methods. In addition, it approaches
performance levels comparable to state-of-the-art, less transparent recommender
systems, providing a robust and interpretable alternative to conventional
systems. Finally, we validate the relative interpretability of these
language-based user profiles through user studies involving crowdworkers and
GPT-4-based evaluations. Implementation of LangPTune can be found at
https://github.com/ZhaolinGao/LangPTune.
",2024-10-24T15:57:17Z
A Riemannian Framework for Learning Reduced-order Lagrangian Dynamics,"Katharina Friedl, Noémie Jaquier, Jens Lundell, Tamim Asfour, Danica Kragic","  By incorporating physical consistency as inductive bias, deep neural networks
display increased generalization capabilities and data efficiency in learning
nonlinear dynamic models. However, the complexity of these models generally
increases with the system dimensionality, requiring larger datasets, more
complex deep networks, and significant computational effort. We propose a novel
geometric network architecture to learn physically-consistent reduced-order
dynamic parameters that accurately describe the original high-dimensional
system behavior. This is achieved by building on recent advances in model-order
reduction and by adopting a Riemannian perspective to jointly learn a
structure-preserving latent space and the associated low-dimensional dynamics.
Our approach enables accurate long-term predictions of the high-dimensional
dynamics of rigid and deformable systems with increased data efficiency by
inferring interpretable and physically plausible reduced Lagrangian models.
",2024-10-24T15:53:21Z
"The Cat and Mouse Game: The Ongoing Arms Race Between Diffusion Models
  and Detection Methods","Linda Laurier, Ave Giulietta, Arlo Octavia, Meade Cleti","  The emergence of diffusion models has transformed synthetic media generation,
offering unmatched realism and control over content creation. These
advancements have driven innovation across fields such as art, design, and
scientific visualization. However, they also introduce significant ethical and
societal challenges, particularly through the creation of hyper-realistic
images that can facilitate deepfakes, misinformation, and unauthorized
reproduction of copyrighted material. In response, the need for effective
detection mechanisms has become increasingly urgent. This review examines the
evolving adversarial relationship between diffusion model development and the
advancement of detection methods. We present a thorough analysis of
contemporary detection strategies, including frequency and spatial domain
techniques, deep learning-based approaches, and hybrid models that combine
multiple methodologies. We also highlight the importance of diverse datasets
and standardized evaluation metrics in improving detection accuracy and
generalizability. Our discussion explores the practical applications of these
detection systems in copyright protection, misinformation prevention, and
forensic analysis, while also addressing the ethical implications of synthetic
media. Finally, we identify key research gaps and propose future directions to
enhance the robustness and adaptability of detection methods in line with the
rapid advancements of diffusion models. This review emphasizes the necessity of
a comprehensive approach to mitigating the risks associated with AI-generated
content in an increasingly digital world.
",2024-10-24T15:51:04Z
"Omics-driven hybrid dynamic modeling of bioprocesses with uncertainty
  estimation","Sebastián Espinel-Ríos, José Montaño López, José L. Avalos","  This work presents an omics-driven modeling pipeline that integrates
machine-learning tools to facilitate the dynamic modeling of multiscale
biological systems. Random forests and permutation feature importance are
proposed to mine omics datasets, guiding feature selection and dimensionality
reduction for dynamic modeling. Continuous and differentiable machine-learning
functions can be trained to link the reduced omics feature set to key
components of the dynamic model, resulting in a hybrid model. As proof of
concept, we apply this framework to a high-dimensional proteomics dataset of
$\textit{Saccharomyces cerevisiae}$. After identifying key intracellular
proteins that correlate with cell growth, targeted dynamic experiments are
designed, and key model parameters are captured as functions of the selected
proteins using Gaussian processes. This approach captures the dynamic behavior
of yeast strains under varying proteome profiles while estimating the
uncertainty in the hybrid model's predictions. The outlined modeling framework
is adaptable to other scenarios, such as integrating additional layers of omics
data for more advanced multiscale biological systems, or employing alternative
machine-learning methods to handle larger datasets. Overall, this study
outlines a strategy for leveraging omics data to inform multiscale dynamic
modeling in systems biology and bioprocess engineering.
",2024-10-24T15:50:35Z
"FedSPD: A Soft-clustering Approach for Personalized Decentralized
  Federated Learning","I-Cheng Lin, Osman Yagan, Carlee Joe-Wong","  Federated learning has recently gained popularity as a framework for
distributed clients to collaboratively train a machine learning model using
local data. While traditional federated learning relies on a central server for
model aggregation, recent advancements adopt a decentralized framework,
enabling direct model exchange between clients and eliminating the single point
of failure. However, existing decentralized frameworks often assume all clients
train a shared model. Personalizing each client's model can enhance
performance, especially with heterogeneous client data distributions. We
propose FedSPD, an efficient personalized federated learning algorithm for the
decentralized setting, and show that it learns accurate models even in
low-connectivity networks. To provide theoretical guarantees on convergence, we
introduce a clustering-based framework that enables consensus on models for
distinct data clusters while personalizing to unique mixtures of these clusters
at different clients. This flexibility, allowing selective model updates based
on data distribution, substantially reduces communication costs compared to
prior work on personalized federated learning in decentralized settings.
Experimental results on real-world datasets show that FedSPD outperforms
multiple decentralized variants of personalized federated learning algorithms,
especially in scenarios with low-connectivity networks.
",2024-10-24T15:48:34Z
Provably Robust Watermarks for Open-Source Language Models,"Miranda Christ, Sam Gunn, Tal Malkin, Mariana Raykova","  The recent explosion of high-quality language models has necessitated new
methods for identifying AI-generated text. Watermarking is a leading solution
and could prove to be an essential tool in the age of generative AI. Existing
approaches embed watermarks at inference and crucially rely on the large
language model (LLM) specification and parameters being secret, which makes
them inapplicable to the open-source setting. In this work, we introduce the
first watermarking scheme for open-source LLMs. Our scheme works by modifying
the parameters of the model, but the watermark can be detected from just the
outputs of the model. Perhaps surprisingly, we prove that our watermarks are
unremovable under certain assumptions about the adversary's knowledge. To
demonstrate the behavior of our construction under concrete parameter
instantiations, we present experimental results with OPT-6.7B and OPT-1.3B. We
demonstrate robustness to both token substitution and perturbation of the model
parameters. We find that the stronger of these attacks, the model-perturbation
attack, requires deteriorating the quality score to 0 out of 100 in order to
bring the detection rate down to 50%.
",2024-10-24T15:44:34Z
"DeCoRe: Decoding by Contrasting Retrieval Heads to Mitigate
  Hallucinations","Aryo Pradipta Gema, Chen Jin, Ahmed Abdulaal, Tom Diethe, Philip Teare, Beatrice Alex, Pasquale Minervini, Amrutha Saseendran","  Large Language Models (LLMs) often hallucinate, producing unfaithful or
factually incorrect outputs by misrepresenting the provided context or
incorrectly recalling internal knowledge. Recent studies have identified
specific attention heads within the Transformer architecture, known as
retrieval heads, responsible for extracting relevant contextual information. We
hypothesise that masking these retrieval heads can induce hallucinations and
that contrasting the outputs of the base LLM and the masked LLM can reduce
hallucinations. To this end, we propose Decoding by Contrasting Retrieval Heads
(DeCoRe), a novel training-free decoding strategy that amplifies information
found in the context and model parameters. DeCoRe mitigates potentially
hallucinated responses by dynamically contrasting the outputs of the base LLM
and the masked LLM, using conditional entropy as a guide. Our extensive
experiments confirm that DeCoRe significantly improves performance on tasks
requiring high contextual faithfulness, such as summarisation (XSum by 18.6%),
instruction following (MemoTrap by 10.9%), and open-book question answering
(NQ-Open by 2.4% and NQ-Swap by 5.5%).
",2024-10-24T15:44:33Z
"Bilinear Sequence Regression: A Model for Learning from Long Sequences
  of High-dimensional Tokens","Vittorio Erba, Emanuele Troiani, Luca Biggio, Antoine Maillard, Lenka Zdeborová","  Current progress in artificial intelligence is centered around so-called
large language models that consist of neural networks processing long sequences
of high-dimensional vectors called tokens. Statistical physics provides
powerful tools to study the functioning of learning with neural networks and
has played a recognized role in the development of modern machine learning. The
statistical physics approach relies on simplified and analytically tractable
models of data. However, simple tractable models for long sequences of
high-dimensional tokens are largely underexplored. Inspired by the crucial role
models such as the single-layer teacher-student perceptron (aka generalized
linear regression) played in the theory of fully connected neural networks, in
this paper, we introduce and study the bilinear sequence regression (BSR) as
one of the most basic models for sequences of tokens. We note that modern
architectures naturally subsume the BSR model due to the skip connections.
Building on recent methodological progress, we compute the Bayes-optimal
generalization error for the model in the limit of long sequences of
high-dimensional tokens, and provide a message-passing algorithm that matches
this performance. We quantify the improvement that optimal learning brings with
respect to vectorizing the sequence of tokens and learning via simple linear
regression. We also unveil surprising properties of the gradient descent
algorithms in the BSR model.
",2024-10-24T15:44:03Z
Probabilistic Language-Image Pre-Training,"Sanghyuk Chun, Wonjae Kim, Song Park, Sangdoo Yun","  Vision-language models (VLMs) embed aligned image-text pairs into a joint
space but often rely on deterministic embeddings, assuming a one-to-one
correspondence between images and texts. This oversimplifies real-world
relationships, which are inherently many-to-many, with multiple captions
describing a single image and vice versa. We introduce Probabilistic
Language-Image Pre-training (ProLIP), the first probabilistic VLM pre-trained
on a billion-scale image-text dataset using only probabilistic objectives,
achieving a strong zero-shot capability (e.g., 74.6% ImageNet zero-shot
accuracy with ViT-B/16). ProLIP efficiently estimates uncertainty by an
""uncertainty token"" without extra parameters. We also introduce a novel
inclusion loss that enforces distributional inclusion relationships between
image-text pairs and between original and masked inputs. Experiments
demonstrate that, by leveraging uncertainty estimates, ProLIP benefits
downstream tasks and aligns with intuitive notions of uncertainty, e.g.,
shorter texts being more uncertain and more general inputs including specific
ones. Utilizing text uncertainties, we further improve ImageNet accuracy from
74.6% to 75.8% (under a few-shot setting), supporting the practical advantages
of our probabilistic approach. The code is available at
https://github.com/naver-ai/prolip
",2024-10-24T15:42:25Z
Demystifying Large Language Models for Medicine: A Primer,"Qiao Jin, Nicholas Wan, Robert Leaman, Shubo Tian, Zhizheng Wang, Yifan Yang, Zifeng Wang, Guangzhi Xiong, Po-Ting Lai, Qingqing Zhu, Benjamin Hou, Maame Sarfo-Gyamfi, Gongbo Zhang, Aidan Gilson, Balu Bhasuran, Zhe He, Aidong Zhang, Jimeng Sun, Chunhua Weng, Ronald M. Summers, Qingyu Chen, Yifan Peng, Zhiyong Lu","  Large language models (LLMs) represent a transformative class of AI tools
capable of revolutionizing various aspects of healthcare by generating
human-like responses across diverse contexts and adapting to novel tasks
following human instructions. Their potential application spans a broad range
of medical tasks, such as clinical documentation, matching patients to clinical
trials, and answering medical questions. In this primer paper, we propose an
actionable guideline to help healthcare professionals more efficiently utilize
LLMs in their work, along with a set of best practices. This approach consists
of several main phases, including formulating the task, choosing LLMs, prompt
engineering, fine-tuning, and deployment. We start with the discussion of
critical considerations in identifying healthcare tasks that align with the
core capabilities of LLMs and selecting models based on the selected task and
data, performance requirements, and model interface. We then review the
strategies, such as prompt engineering and fine-tuning, to adapt standard LLMs
to specialized medical tasks. Deployment considerations, including regulatory
compliance, ethical guidelines, and continuous monitoring for fairness and
bias, are also discussed. By providing a structured step-by-step methodology,
this tutorial aims to equip healthcare professionals with the tools necessary
to effectively integrate LLMs into clinical practice, ensuring that these
powerful technologies are applied in a safe, reliable, and impactful manner.
",2024-10-24T15:41:56Z
"DL-Polycube: Deep learning enhanced polycube method for high-quality
  hexahedral mesh generation and volumetric spline construction","Yuxuan Yu, Yuzhuo Fang, Hua Tong, Yongjie Jessica Zhang","  In this paper, we present a novel algorithm that integrates deep learning
with the polycube method (DL-Polycube) to generate high-quality hexahedral
(hex) meshes, which are then used to construct volumetric splines for
isogeometric analysis. Our DL-Polycube algorithm begins by establishing a
connection between surface triangular meshes and polycube structures. We employ
deep neural network to classify surface triangular meshes into their
corresponding polycube structures. Following this, we combine the acquired
polycube structural information with unsupervised learning to perform surface
segmentation of triangular meshes. This step addresses the issue of
segmentation not corresponding to a polycube while reducing manual
intervention. Quality hex meshes are then generated from the polycube
structures, with employing octree subdivision, parametric mapping and quality
improvement techniques. The incorporation of deep learning for creating
polycube structures, combined with unsupervised learning for segmentation of
surface triangular meshes, substantially accelerates hex mesh generation.
Finally, truncated hierarchical B-splines are constructed on the generated hex
meshes. We extract trivariate B\'ezier elements from these splines and apply
them directly in isogeometric analysis. We offer several examples to
demonstrate the robustness of our DL-Polycube algorithm.
",2024-10-24T15:35:08Z
Intention Is All You Need,Advait Sarkar,"  Among the many narratives of the transformative power of Generative AI is one
that sees in the world a latent nation of programmers who need to wield nothing
but intentions and natural language to render their ideas in software. In this
paper, this outlook is problematised in two ways. First, it is observed that
generative AI is not a neutral vehicle of intention. Multiple recent studies
paint a picture of the ""mechanised convergence"" phenomenon, namely, that
generative AI has a homogenising effect on intention. Second, it is observed
that the formation of intention itself is immensely challenging. Constraints,
materiality, and resistance can offer paths to design metaphors for intentional
tools. Finally, existentialist approaches to intention are discussed and
possible implications for programming are proposed in the form of a
speculative, illustrative set of intentional programming practices.
",2024-10-24T15:33:34Z
We Augmented Whisper With kNN and You Won't Believe What Came Next,"Maya K. Nachesa, Vlad Niculae","  Speech recognition performance varies by language, domain, and speaker
characteristics such as accent, and fine-tuning a model on any of these
categories may lead to catastrophic forgetting. $k$ nearest neighbor search
($k$NN), first proposed for neural sequence decoders for natural language
generation (NLG) and machine translation (MT), is a non-parametric method that
can instead adapt by building an external datastore that can then be searched
during inference time, without training the underlying model. We show that
Whisper, a transformer end-to-end speech model, benefits from $k$NN. We
investigate the differences between the speech and text setups. We discuss
implications for speaker adaptation, and analyze improvements by gender,
accent, and age.
",2024-10-24T15:32:52Z
"Expanding AI Awareness Through Everyday Interactions with AI: A
  Reflective Journal Study","Ashish Hingle, Aditya Johri","  As the application of AI continues to expand, students in technology programs
are poised to be both producers and users of the technologies. They are also
positioned to engage with AI applications within and outside the classroom.
While focusing on the curriculum when examining students' AI knowledge is
common, extending this connection to students' everyday interactions with AI
provides a more complete picture of their learning. In this paper, we explore
student's awareness and engagement with AI in the context of school and their
daily lives. Over six weeks, 22 undergraduate students participated in a
reflective journal study and submitted a weekly journal entry about their
interactions with AI. The participants were recruited from a technology and
society course that focuses on the implications of technology on people,
communities, and processes. In their weekly journal entries, participants
reflected on interactions with AI on campus (coursework, advertises campus
events, or seminars) and beyond (social media, news, or conversations with
friends and family). The journal prompts were designed to help them think
through what they had read, watched, or been told and reflect on the
development of their own perspectives, knowledge, and literacy on the topic.
Overall, students described nine categories of interactions: coursework, news
and current events, using software and applications, university events, social
media related to their work, personal discussions with friends and family,
interacting with content, and gaming. Students reported that completing the
diaries allowed them time for reflection and made them more aware of the
presence of AI in their daily lives and of its potential benefits and
drawbacks. This research contributes to the ongoing work on AI awareness and
literacy by bringing in perspectives from beyond a formal educational context.
",2024-10-24T15:26:34Z
"Learning to Explore with Lagrangians for Bandits under Unknown Linear
  Constraints","Udvas Das, Debabrota Basu","  Pure exploration in bandits models multiple real-world problems, such as
tuning hyper-parameters or conducting user studies, where different safety,
resource, and fairness constraints on the decision space naturally appear. We
study these problems as pure exploration in multi-armed bandits with unknown
linear constraints, where the aim is to identify an $r$$\textit{-good feasible
policy}$. First, we propose a Lagrangian relaxation of the sample complexity
lower bound for pure exploration under constraints. We show how this lower
bound evolves with the sequential estimation of constraints. Second, we
leverage the Lagrangian lower bound and the properties of convex optimisation
to propose two computationally efficient extensions of Track-and-Stop and
Gamified Explorer, namely LATS and LAGEX. To this end, we propose a
constraint-adaptive stopping rule, and while tracking the lower bound, use
pessimistic estimate of the feasible set at each step. We show that these
algorithms achieve asymptotically optimal sample complexity upper bounds up to
constraint-dependent constants. Finally, we conduct numerical experiments with
different reward distributions and constraints that validate efficient
performance of LAGEX and LATS with respect to baselines.
",2024-10-24T15:26:14Z
From Efficiency to Equity: Measuring Fairness in Preference Learning,"Shreeyash Gowaikar, Hugo Berard, Rashid Mushkani, Shin Koseki","  As AI systems, particularly generative models, increasingly influence
decision-making, ensuring that they are able to fairly represent diverse human
preferences becomes crucial. This paper introduces a novel framework for
evaluating epistemic fairness in preference learning models inspired by
economic theories of inequality and Rawlsian justice. We propose metrics
adapted from the Gini Coefficient, Atkinson Index, and Kuznets Ratio to
quantify fairness in these models. We validate our approach using two datasets:
a custom visual preference dataset (AI-EDI-Space) and the Jester Jokes dataset.
Our analysis reveals variations in model performance across users, highlighting
potential epistemic injustices. We explore pre-processing and in-processing
techniques to mitigate these inequalities, demonstrating a complex relationship
between model efficiency and fairness. This work contributes to AI ethics by
providing a framework for evaluating and improving epistemic fairness in
preference learning models, offering insights for developing more inclusive AI
systems in contexts where diverse human preferences are crucial.
",2024-10-24T15:25:56Z
"High-dimensional Analysis of Knowledge Distillation: Weak-to-Strong
  Generalization and Scaling Laws","M. Emrullah Ildiz, Halil Alperen Gozeten, Ege Onur Taga, Marco Mondelli, Samet Oymak","  A growing number of machine learning scenarios rely on knowledge distillation
where one uses the output of a surrogate model as labels to supervise the
training of a target model. In this work, we provide a sharp characterization
of this process for ridgeless, high-dimensional regression, under two settings:
(i) model shift, where the surrogate model is arbitrary, and (ii) distribution
shift, where the surrogate model is the solution of empirical risk minimization
with out-of-distribution data. In both cases, we characterize the precise risk
of the target model through non-asymptotic bounds in terms of sample size and
data distribution under mild conditions. As a consequence, we identify the form
of the optimal surrogate model, which reveals the benefits and limitations of
discarding weak features in a data-dependent fashion. In the context of
weak-to-strong (W2S) generalization, this has the interpretation that (i) W2S
training, with the surrogate as the weak model, can provably outperform
training with strong labels under the same data budget, but (ii) it is unable
to improve the data scaling law. We validate our results on numerical
experiments both on ridgeless regression and on neural network architectures.
",2024-10-24T15:22:53Z
